Question,Responses
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer impact and trust
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Innovation
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",getting trust from the customer
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer relations
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Trusted advisor
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer  satisfaction
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer Delight
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer trust
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Professionalism
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Be customer trusted / go-to person
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Beauty is in the eyes of the beholder
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",deal strategy and sales alignment
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Assessing contribution as presales
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",optimized sales cycle
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Innovation is the key
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Win customer trust
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Technology bootcamps
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Handled all the client technology objections
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",be the trusted advisor to our customer.
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Proactive engagement
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer numbers
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",The energy with which we approach every opportunity
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Knowing the customer business and personal relationships
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Innovation and good relationship
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",consistently and contentious learning and adapting new skills
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Create value for our customer
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Expertise in complete ecosystem of customer’s environment
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Information sharing and enablement amongst SCs
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",As it is today - Customer trust and long-term adoption.
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Innovative solution development
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Opportunities to upsell
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Command the room when it is time to preform
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Keep the customer
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Match customer expectation or guide customer how to slove their issues
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?","Bridge between sales and customers, between RD and customers, between partner and OT"
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Reference Customer Win Stories
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",additional gained knowledge
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Innovation
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Understand the real requirements and propose the best solution to the customer and get their trust
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Technical win is the right metric
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Customer Value
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Being customer trusted advisor
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Forming a trusted partner relationship with the customer
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Trusted advisor
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Continues relationship
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Being the bridge between the sale and delivery. Ensure success
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Staying with the customer through journey
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Build networking and customer trust
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Personnel growth / community engagement.
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Learnt something new
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Trusted advisor
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",How much AE needs a presales in the deal.
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",Closer collaboration
"What key outcomes should define success for Presales of the future, beyond technical wins and closed deals?",translating features into value
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Closer and more engaged
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Face to face engagement
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",reactive feedback to proactive collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Close engagements
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","seamless, collaborative ecosystem"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regular cadence measures
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",fully integeated from A to Z
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",By weekly call with product management
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Need to get closer to marketing.
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","Work closer together, full alignment. Focus on customer"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",push push push
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Need a formal communication matrix for easy access
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",All directional feedback
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",One team
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",With Product Management — Co-Innovation & Feedback Loop
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Better handovers
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Being big team with shared resources
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","Collaborating, advisors"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",We should be deeper involved in product definition
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",With Marketing — Aligned Storytelling & Market Positioning
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Networking f2f
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","More integrated, regular , proactive and community driven"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Group hugs
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Improved communication
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Say the same language to customer
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Communication and responsibility
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaborate seamlessly for shared success
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Provide customer feedback
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Early engagement
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Customer visit
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",We should be the communication hub
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",collaborative
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Setting up specific rules
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",close alignment
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regular collaboration.
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",We should be the quaterbek
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Bi-directional communication
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",With Customer Success — Continuous Value and Expansion
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","Should work hand in hand , frequent sharing update session"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regular meeting
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Create engagement model
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Understand the customer pains
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Corp with together to win
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Weekly
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regional Practice Leader to cascade thoughts forward to those teams
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",First hand discussions
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Closer!
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",More collaborations
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Representing the customer
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration and feedback loop
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Feedback loop
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Drive innovation accross BUs
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regular updates and collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",We should have Practice leads to bridge PM with field
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Share real feedback coming from partners an customers
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Close engagement
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Co-work to win the deal.
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration and share resources
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration and result
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",More engagement
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",More focus
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Boxing match
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",One team and helping
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",regular meetings and updates
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Sharing insights and whats market is moving towardd
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Seamless collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Bringing customer use cases back to PM
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Be In a meeting with customer and hear from them
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",faster outcome of process - eg Exceptions to allow us to spend more time with the customer.
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Closer to customer
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",We win only as a team. PS and CS need to ramp up. Marketing needs work
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regular collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Customer success - brown bags
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",establish open channels and closer collaboration with Product Management
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regional road shows
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Provide feedback from field
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Drive customer asks
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Regular cadence on account plans
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",alignment with local needs
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Local presence and enablement
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",inner circle team
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","with PM - better communication to bring more clients necessities to our products 
With PS - doing presales together"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","Cadence - idea sharing - have a say in product roadmap backlog beyound Enhancement Requests
PS: deal alignment
CS: version currency"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","Need to have regular monthly enablement calls to hear customer feedbacks, add or remove bugs or features, do trainings! , do competitive analysis, add more make sense use cases to the customers"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaborative
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Presales is the face of all these roles
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Have Practice Leads to bridge the field with PM
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Adviser
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",with customer success more cases or solving problems
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Work on a common goal for customer
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Same KPI
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",User group
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",We should not treat these as different teams. We are all part of a single team from a customers perspective so we should have a single virtual team based on opportunity and need
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",face to face meeting chance
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","We need management not to abandon on-premise customers, as the big revenue lies there."
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Architecture focused PM seasion
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?","Hear from the presales since, they hear feedback from csutomers"
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Closer engagement
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Relatuonships
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",confidence
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Collaboration
"How should our team's relationship with Product Management , Marketing, Professional Services and Customer Success evolve?",Showing how AI works :)
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Connection
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",TRusted advisor
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Human by from human
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",provide a personal connection
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Connection & understanding
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Customer interaction
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Story telling
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship with our customers
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Connection
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Customer relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Knowledge
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Meeting the customer.
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Customer intimacy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",People buy from people
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Face to face customer engagements
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",trust / relatability / likability
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Advisory
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Personal connection
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",understanding customers needs
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Collaboration
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Customer Relationship & Faith
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Interpersonal relationships
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Connection
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Real expression and relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?","Empathy, creativity, and strategic insight."
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?","Human connection, trust and relationships"
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Creativity
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust and credibility
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Coffee meetings
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Customer care
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",credibility
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust and relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",make better usage of AI for innovation
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Maturaty
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Emphaty
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Help identify re-skilling areas and share these with customers
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?","Refining the inputs, bridging to the customer"
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",The Bridge
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Creativity and Problem Design
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Connection and trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Ochestration beyond the technical architecture
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",To be heard
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Matching solutions to requirements.
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Storytelling and Empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",1to1
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Experience and trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Active listening and understanding what client actually needs to solve their problems
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Face to Face meetings building trust
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",direct communication- understanding the client and their business
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust and relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Inspiration and Vision
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Support
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",People by from people!
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trusted and Accessible
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Lived experience
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Great help
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Keep AI honest
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Translating customer's needs and pains into solutions
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",settling conflict
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Trust and innovation
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Help navigate the craze of AI
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?","Trusted advisory, relationship, addressing customer challenges with better story telling"
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",human connection
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Emotional Intelligence and Trust Building
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Advise and support in time of need
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Connection and relationship
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Real feedback from field
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Personal engagement
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Human touch
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Human trust and feeling
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",honestly I'm not sure
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Human
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Avoid standarize everything
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Right Judgement
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Human face not generated
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Empathy
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Ongoing relationships in our customers
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Value
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Present value
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",humanity
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Let the customer trust we can help.
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Why choose one vendor over the other
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Go to contact
"As routine tasks get automated, what becomes the most important, uniquely human value that Presales delivers?",Where do we start? :)
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Top_level_decision_making
What are your biggest challenges and internal bottlenecks today? ,Incompetent_AEs
What are your biggest challenges and internal bottlenecks today? ,AEs
What are your biggest challenges and internal bottlenecks today? ,Missing_product_features
What are your biggest challenges and internal bottlenecks today? ,finding_information
What are your biggest challenges and internal bottlenecks today? ,Lack_of_Growth
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Time_zones
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Services_being_up_to_date
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Unavailability_of_GPUs
What are your biggest challenges and internal bottlenecks today? ,Product_Management_Respon
What are your biggest challenges and internal bottlenecks today? ,Demo_environmemt
What are your biggest challenges and internal bottlenecks today? ,tech_marketing
What are your biggest challenges and internal bottlenecks today? ,incompetent_sales
What are your biggest challenges and internal bottlenecks today? ,Poor_deal_qualification
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,data_residency
What are your biggest challenges and internal bottlenecks today? ,AE
What are your biggest challenges and internal bottlenecks today? ,OT_PS_and_Poor_Partner_Ne
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Product_enhancements
What are your biggest challenges and internal bottlenecks today? ,Sales_dont_unserstand_bas
What are your biggest challenges and internal bottlenecks today? ,lackof_innovation_in_prod
What are your biggest challenges and internal bottlenecks today? ,enablement
What are your biggest challenges and internal bottlenecks today? ,Enablement_on_new_product
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Development_delays
What are your biggest challenges and internal bottlenecks today? ,Product_release_too_slow
What are your biggest challenges and internal bottlenecks today? ,Product
What are your biggest challenges and internal bottlenecks today? ,Finding_content
What are your biggest challenges and internal bottlenecks today? ,Products
What are your biggest challenges and internal bottlenecks today? ,Unstructured_AEs
What are your biggest challenges and internal bottlenecks today? ,enablement
What are your biggest challenges and internal bottlenecks today? ,enablement
What are your biggest challenges and internal bottlenecks today? ,sales_turnover
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Demo_environment
What are your biggest challenges and internal bottlenecks today? ,Product_feature
What are your biggest challenges and internal bottlenecks today? ,Too_many_products
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Market_viewpoint_of_OT
What are your biggest challenges and internal bottlenecks today? ,exception_process
What are your biggest challenges and internal bottlenecks today? ,Procedures
What are your biggest challenges and internal bottlenecks today? ,Getting_customize_demo
What are your biggest challenges and internal bottlenecks today? ,Research
What are your biggest challenges and internal bottlenecks today? ,AE
What are your biggest challenges and internal bottlenecks today? ,Product_managment
What are your biggest challenges and internal bottlenecks today? ,Postsales_challenges
What are your biggest challenges and internal bottlenecks today? ,red_tapism
What are your biggest challenges and internal bottlenecks today? ,Manpower_and_enablement
What are your biggest challenges and internal bottlenecks today? ,Resources
What are your biggest challenges and internal bottlenecks today? ,Quick_response_from_other
What are your biggest challenges and internal bottlenecks today? ,Not_knowing_who_does_what
What are your biggest challenges and internal bottlenecks today? ,Effective_Sales
What are your biggest challenges and internal bottlenecks today? ,Lack_of_customer_referenc
What are your biggest challenges and internal bottlenecks today? ,QC_on_product
What are your biggest challenges and internal bottlenecks today? ,A_lot_of_work_to_do
What are your biggest challenges and internal bottlenecks today? ,Networking
What are your biggest challenges and internal bottlenecks today? ,mismatched_incentive_rule
What are your biggest challenges and internal bottlenecks today? ,Hands_on_enablement
What are your biggest challenges and internal bottlenecks today? ,Siloed_products
What are your biggest challenges and internal bottlenecks today? ,Product_innovation
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Enablement
What are your biggest challenges and internal bottlenecks today? ,Reach_key_decisors
What are your biggest challenges and internal bottlenecks today? ,enablement
What are your biggest challenges and internal bottlenecks today? ,enablement
What are your biggest challenges and internal bottlenecks today? ,Getting_good_support
What are your biggest challenges and internal bottlenecks today? ,too_many_products
What are your biggest challenges and internal bottlenecks today? ,no_resoures_for_enablemen
What are your biggest challenges and internal bottlenecks today? ,Training
What are your biggest challenges and internal bottlenecks today? ,Product_lack_of_innovatio
